类型,RemakeText,RemakeSpeaker,RemakeChar,RemakeScene,RemakeFunc,RemakeBlock,RemakeFuncType,Remake前驱,Remake后继,MatchType,MyVoiceId,MyCandidates,GtVoiceId,GtText,GtScene,GtFunc,GtBlock,Gt前驱,Gt后继
少匹配,やばっ！ミラが足りないわ！,0,001,mp0010_04,EV_00_20_00,Loc_134,非TK,_entry:jump;Loc_133:next,Loc_135:cond_false;Loc_135:next,无候选,,,0010000819,やばっ！ミラが足りないわ！,T0121,Function_9,loc_727F,loc_6F2C:cond_true;loc_6F2C:cond_false,loc_7347:next
少匹配,まったく、無駄遣いをするなって父さんに言われていたのに……,1,002,mp0010_04,EV_00_20_00,Loc_134,非TK,_entry:jump;Loc_133:next,Loc_135:cond_false;Loc_135:next,无候选,,,0020000820,まったく、無駄遣いをするなって父さんに言われていたのに……,T0121,Function_9,loc_727F,loc_6F2C:cond_true;loc_6F2C:cond_false,loc_7347:next
少匹配,仕方ない。僕が立て替えておくよ。,1,002,mp0010_04,EV_00_20_00,Loc_134,非TK,_entry:jump;Loc_133:next,Loc_135:cond_false;Loc_135:next,无候选,,,0020000821,仕方ない。僕が立て替えておくよ。,T0121,Function_9,loc_727F,loc_6F2C:cond_true;loc_6F2C:cond_false,loc_7347:next
少匹配,うちの父さん、いつもこの雑誌買ってるけど……,0,001,mp0010_04,EV_00_20_00,Loc_136,非TK,Loc_135:cond_false;Loc_135:next,Loc_137:cond_false;Loc_138:jump,无候选,,,0010000823,うちの父さん、いつもこの雑誌買ってるけど……,T0121,Function_9,loc_7347,loc_6F2C:jump;loc_727F:next,loc_781B:jump
少匹配,コレ、そんなに売れてるんだ？,0,001,mp0010_04,EV_00_20_00,Loc_136,非TK,Loc_135:cond_false;Loc_135:next,Loc_137:cond_false;Loc_138:jump,无候选,,,0010000824,コレ、そんなに売れてるんだ？,T0121,Function_9,loc_7347,loc_6F2C:jump;loc_727F:next,loc_781B:jump
少匹配,腕のいい記者とカメラマンがスクープを物にしてるらしくてね。,10020,087,mp0010_04,EV_00_20_00,Loc_136,非TK,Loc_135:cond_false;Loc_135:next,Loc_137:cond_false;Loc_138:jump,无候选,,,0870000825,腕のいい記者とカメラマンがスクープを物にしてるらしくてね。,T0121,Function_9,loc_7347,loc_6F2C:jump;loc_727F:next,loc_781B:jump
少匹配,あと、女王生誕祭に関連した連載記事が当たっているらしいよ。,10020,087,mp0010_04,EV_00_20_00,Loc_136,非TK,Loc_135:cond_false;Loc_135:next,Loc_137:cond_false;Loc_138:jump,无候选,,,0870000826,あと、女王生誕祭に関連した連載記事が当たってるらしいよ。,T0121,Function_9,loc_7347,loc_6F2C:jump;loc_727F:next,loc_781B:jump
少匹配,あ、そうそう。これは僕からのお祝いの品さ。,10020,087,mp0010_04,EV_00_20_00,Loc_138,非TK,Loc_136:jump;Loc_137:next,Loc_139:cond_false;Loc_139:next,无候选,,,0870000858,あ、そうそう。これは僕からのお祝いの品。,T0121,Function_31,Function_31_EC90,,
少匹配,ああ、魔獣と戦って傷ついた時なんかにいつも薬を使うとミラがかかるだろ？,10020,087,mp0010_04,EV_00_20_00,Loc_138,非TK,Loc_136:jump;Loc_137:next,Loc_139:cond_false;Loc_139:next,无候选,,,0870000862,魔獣と戦って傷ついた時なんかにいつも薬を使うとミラがかかるだろ？,T0121,Function_31,Function_31_EC90,,
少匹配,……そうそう、この前リノンさんのお母さんがお見合い話を持ってきたのよね。,133,035,mp0010_05,TK_AINA,Loc_38,TK,Loc_37:cond_false,Loc_39:cond_false;Loc_40:cond_false;Loc_41:jump,无候选,,,0350010450,……そうそう、この前リノンさんのお母さんがお見合いの話を持ってきたのよね。,T0121,Function_6,loc_2155,loc_99F:cond_true,loc_2340:cond_true;loc_22C1:cond_true;loc_233D:jump;loc_22C1:cond_false
少匹配,悪いけど、私はまだまだ結婚は考えていないわ。,133,035,mp0010_05,TK_AINA,Loc_38,TK,Loc_37:cond_false,Loc_39:cond_false;Loc_40:cond_false;Loc_41:jump,多候选,0350010452,0350010452|0350010580,0350010580,悪いけど、私はまだまだ結婚は考えていないわ。,T0121,Function_6,loc_2C05,loc_2340:cond_true;loc_2340:cond_false,loc_2D6B:cond_true;loc_2DEE:jump;loc_2D6B:cond_false
少匹配,フフ、本当に素敵な人が現れれば考えも変わるかもしれないけどね。,133,035,mp0010_05,TK_AINA,Loc_38,TK,Loc_37:cond_false,Loc_39:cond_false;Loc_40:cond_false;Loc_41:jump,多候选,0350010453,0350010453|0350010581,0350010581,フフ、本当に素敵な人が現れれば考えも変わるかもしれないけどね。,T0121,Function_6,loc_2C05,loc_2340:cond_true;loc_2340:cond_false,loc_2D6B:cond_true;loc_2DEE:jump;loc_2D6B:cond_false
少匹配,というわけで、今から出かけて実際に体を動かしてもらうわ。,2,003,mp0010_05,EV_00_04_00,Loc_137,非TK,Loc_151:cond_false,,无候选,,,0030000331,あちこちに出かけていって実際に体を動かしてもらうわ。,T0121,Function_22,loc_CD02,loc_C182:cond_true,
少匹配,この紋章は……,0,001,mp0010_05,EV_00_18_00,_entry,非TK,,,无候选,,,0010000688,この紋章（エンブレム）は……,T0121,Function_23,Function_23_D3EF,,
少匹配,『銀閃のシェラザード』といえば若手遊撃士の中でも１、２を争う凄腕って聞いてるけど。,0,001,mp0010_05,EV_00_18_00,_entry,非TK,,,无候选,,,0010000718,『銀閃（ぎんせん）のシェラザード』といえば若手ブレイサーの中でも１、２を争う凄腕って聞いてるけど。,T0121,Function_23,Function_23_D3EF,,
少匹配,え、いいの？,0,001,mp0010_05,EV_00_39_00,_entry,非TK,,,无候选,,,0010010006|0010031795|0010980011,え、いいの？|え、いいの？|え、いいの？,T0121,Function_6,loc_2DF1,loc_2340:cond_true,loc_38B1:cond_true;loc_36F0:cond_true;loc_38AE:jump;loc_36F0:cond_false
少匹配,かわりに、あんたの分までヨシュアに付き合ってもらうから❤,2,003,mp0010_05,EV_00_64_00,_entry,非TK,,Loc_170:cond_false;Loc_171:jump,无候选,,,0030010924,かわりに、あんたの分までヨシュアに付き合ってもらうから❤,,,,,
少匹配,んふふ、どうもヨシュアはしっかりしてそうで奥手だからね❤,2,003,mp0010_05,EV_00_64_00,_entry,非TK,,Loc_170:cond_false;Loc_171:jump,无候选,,,0030010928,んふふ、どうもヨシュアはしっかりしてそうで奥手だからね❤,T0121,Function_6,loc_FE6,loc_99F:jump;loc_EE5:next,loc_2152:jump
少匹配,酒にしても、その他にしてもお姉さんが色々仕込んであげよっか？,2,003,mp0010_05,EV_00_64_00,_entry,非TK,,Loc_170:cond_false;Loc_171:jump,无候选,,,0030010929,酒にしても、その他にしてもお姉さんが色々仕込んであげよっか？,,,,,
少匹配,た、大変じゃあ！,124,034,mp0010_05,EV_00_64_00,_entry,非TK,,Loc_170:cond_false;Loc_171:jump,无候选,,,0340010933,た、大変じゃあ！,T0121,Function_6,loc_FE6,loc_99F:jump;loc_EE5:next,loc_2152:jump
少匹配,何かあったのかな？,12059,,mp0010_05,EV_00_75_03,Loc_174,非TK,_entry:jump;Loc_173:jump;Loc_175:next,,无候选,,,0010011366,何かあったのかな？,T0121,Function_17,loc_A1D1,Function_17_9E26:jump;loc_A0C4:jump;loc_A155:cond_true;loc_A155:cond_false;loc_A155:next,loc_B1E7:cond_true;loc_B1E7:cond_false
少匹配,…………え。,0,001,mp0010_05,EV_00_75_03,Loc_174,非TK,_entry:jump;Loc_173:jump;Loc_175:next,,无候选,,,0010011390|0010130737,…………え。|…………え。,T0121,Function_17,loc_A1D1,Function_17_9E26:jump;loc_A0C4:jump;loc_A155:cond_true;loc_A155:cond_false;loc_A155:next,loc_B1E7:cond_true;loc_B1E7:cond_false
少匹配,まさか……！,14,,mp0010_05,EV_00_75_03,Loc_174,非TK,_entry:jump;Loc_173:jump;Loc_175:next,,无候选,,,0020011391|0020131483|0020140357,まさか……！|まさか……！|まさか……！,T0121,Function_17,loc_A1D1,Function_17_9E26:jump;loc_A0C4:jump;loc_A155:cond_true;loc_A155:cond_false;loc_A155:next,loc_B1E7:cond_true;loc_B1E7:cond_false
少匹配,『星』と『吊し人』……,14,,mp0010_05,MayaEvent00_04_00,Loc_181,非TK,Loc_180:cond_false;Loc_180:next,Loc_182:cond_false;Loc_182:next,无候选,,,0030000265,『星』と『吊し人（つるびと）』……,T0121,Function_22,Function_22_B4A7,,loc_C182:next
少匹配,『隠者』と『魔術師』……,14,,mp0010_05,MayaEvent00_04_00,Loc_181,非TK,Loc_180:cond_false;Loc_180:next,Loc_182:cond_false;Loc_182:next,无候选,,,0030000266,『隠者』と『魔術師』……,T0121,Function_22,Function_22_B4A7,,loc_C182:next
少匹配,そして逆位置の『運命の輪』……,14,,mp0010_05,MayaEvent00_04_00,Loc_181,非TK,Loc_180:cond_false;Loc_180:next,Loc_182:cond_false;Loc_182:next,无候选,,,0030000267,そして逆位置の『運命の輪』……,T0121,Function_22,Function_22_B4A7,,loc_C182:next
少匹配,これは難しいわね。どう読み解いたらいいのか……,14,,mp0010_05,MayaEvent00_04_00,Loc_181,非TK,Loc_180:cond_false;Loc_180:next,Loc_182:cond_false;Loc_182:next,无候选,,,0030000268,これは難しいわね。どう読み解いたらいいのか……,T0121,Function_22,Function_22_B4A7,,loc_C182:next
少匹配,シェラ姉、おっはよー！,14,,mp0010_05,MayaEvent00_04_00,Loc_181,非TK,Loc_180:cond_false;Loc_180:next,Loc_182:cond_false;Loc_182:next,无候选,,,0010000269,シェラ姉、おっはよー！,T0121,Function_22,Function_22_B4A7,,loc_C182:next
少匹配,めずらしいわね。こんな早くに来るなんて。,14,,mp0010_05,MayaEvent00_04_00,Loc_181,非TK,Loc_180:cond_false;Loc_180:next,Loc_182:cond_false;Loc_182:next,无候选,,,0030000271,めずらしいわね。こんな早くに来るなんて。,T0121,Function_22,Function_22_B4A7,,loc_C182:next
少匹配,教会はボース市の東側にありますからすぐに見つかるでしょう。,10022,108,mp0010_06,TK_DEVINE,Loc_33,TK,Loc_31:cond_false,Loc_32:next,无候选,,,1080150808,そうです。教会はボース市の東側にありますからすぐに見つかるでしょう。,T0130_1,Function_3,loc_F56,loc_EC4:cond_true;loc_EC4:cond_false;loc_EC4:next,loc_1301:jump
少匹配,皆さんに女神の導きがあらんことを。,10022,108,mp0010_06,TK_DEVINE,Loc_33,TK,Loc_31:cond_false,Loc_32:next,无候选,,,1080150800,皆さんに女神の導きがあらんことを。,T0130_1,Function_3,loc_F56,loc_EC4:cond_true;loc_EC4:cond_false;loc_EC4:next,loc_1301:jump
少匹配,おお、エステル君にヨシュア君。七耀石の件では世話になったね。,124,034,mp0010_06,TK_CLAUS,_entry,TK,,Loc_127:jump,无候选,,,0340010421|0340150729,おお、エステル君にヨシュア君。七耀石（セプチウム）の件では世話になったね。|おお、エステル君にヨシュア君。七耀石（セプチウム）の件では世話になったね。,T0130,Function_12,loc_2AD2,Function_12_2A1C:cond_true;Function_12_2A1C:cond_false,loc_2B7D:cond_true;loc_2BCA:jump;loc_2B7D:cond_false
少匹配,『ベアズクロー』と『魔獣の粉末』です。薬の材料に使ってください。,1,002,mp0010_06,QS003_00_00,Loc_140,非TK,Loc_137:jump;Loc_139:next,Loc_141:cond_false;Loc_141:next,无候选,,,0020150267,『ベアズクロー』と『魔獣の羽』です。薬の材料に使ってください。,T0130_1,Function_4,loc_15AD,loc_145B:jump;loc_14FC:next,
少匹配,私に……？,10022,108,mp0010_06,QS003_00_00,Loc_146,非TK,Loc_138:jump;Loc_145:next,Loc_144:next,无候选,,,1080150784,私に……？,T0130_1,Function_1,loc_4BC,loc_3CB:cond_true;loc_3CB:cond_false,loc_57F:next
少匹配,おや、どうしました？,11091,194,mp0010_06,QS100_00_00,Loc_148,非TK,,Loc_151:next,无候选,,,1080150801,おや、どうしました？,T0130_1,Function_2,Function_2_95F,,loc_9C9:next
少匹配,うん、いいですよ。,0,001,mp0010_06,QS100_00_00,Loc_153,非TK,Loc_151:jump;Loc_152:jump;Loc_154:next,,无候选,,,0010150803,うん、いいですよ。,T0130_1,Function_3,loc_EC4,loc_E5F:switch;loc_E5F:cond_false,loc_F56:cond_true;loc_F56:cond_false;loc_F56:next
少匹配,そうね、大した荷物にもならないし問題ないでしょ。,2,003,mp0010_06,QS100_00_00,Loc_153,非TK,Loc_151:jump;Loc_152:jump;Loc_154:next,,无候选,,,0030150804,そうね、大した荷物にもならないし問題ないでしょ。,T0130_1,Function_3,loc_EC4,loc_E5F:switch;loc_E5F:cond_false,loc_F56:cond_true;loc_F56:cond_false;loc_F56:next
少匹配,ありがとう、助かります。,10022,108,mp0010_06,QS100_00_00,Loc_153,非TK,Loc_151:jump;Loc_152:jump;Loc_154:next,,无候选,,,1080150805,ありがとう、助かります。,T0130_1,Function_3,loc_F56,loc_EC4:cond_true;loc_EC4:cond_false;loc_EC4:next,loc_1301:jump
少匹配,それではお願いしますよ。,10022,108,mp0010_06,QS100_00_00,Loc_153,非TK,Loc_151:jump;Loc_152:jump;Loc_154:next,,无候选,,,1080150806,それではお願いしますよ。,T0130_1,Function_3,loc_F56,loc_EC4:cond_true;loc_EC4:cond_false;loc_EC4:next,loc_1301:jump
少匹配,ボースのホルス教区長にお渡しすればいいんですね。,1,002,mp0010_06,QS100_00_00,Loc_153,非TK,Loc_151:jump;Loc_152:jump;Loc_154:next,,无候选,,,0020150807,ボースのホルス教区長にお渡しすればいいんですね。,T0130_1,Function_3,loc_F56,loc_EC4:cond_true;loc_EC4:cond_false;loc_EC4:next,loc_1301:jump
少匹配,そうです。教会はボース市の東側にありますからすぐに見つかるでしょう。,10022,108,mp0010_06,QS100_00_00,Loc_153,非TK,Loc_151:jump;Loc_152:jump;Loc_154:next,,无候选,,,1080150808,そうです。教会はボース市の東側にありますからすぐに見つかるでしょう。,T0130_1,Function_3,loc_F56,loc_EC4:cond_true;loc_EC4:cond_false;loc_EC4:next,loc_1301:jump
少匹配,他の地域を巡って見聞を広めることは心の糧となるものです。,10022,108,mp0010_06,QS100_00_00,Loc_153,非TK,Loc_151:jump;Loc_152:jump;Loc_154:next,,无候选,,,1080150809,他の地域を巡って見聞を広めることは心の糧となるものです。,T0130_1,Function_3,loc_F56,loc_EC4:cond_true;loc_EC4:cond_false;loc_EC4:next,loc_1301:jump
少匹配,まぁ、エステルさんとヨシュアさん……,106,009,mp0010_07,TK_JOZET,Loc_50,TK,Loc_49:cond_false,Loc_51:cond_false;Loc_52:cond_false;Loc_53:jump,无候选,,,0090010438|0090010441,まぁ、エステルさんとヨシュアさん……|まぁ、エステルさんとヨシュアさん……,T0132,Function_9,loc_1499,loc_12D6:cond_true;loc_12D6:cond_false,loc_1537:next
少匹配,帝国との国交正常化導力器技術の発展と貿易の促進……,124,034,mp0010_08,TK_CLAUS,Loc_24,TK,Loc_23:cond_false,Loc_25:cond_false;Loc_26:cond_false;Loc_27:jump,无候选,,,0340001059,帝国との国交正常化導力器（オーブメント）技術の発展と貿易の促進……,T0210,Function_3,loc_1079,loc_FAF:cond_true;loc_FAF:cond_false,loc_1212:cond_true;loc_11C4:cond_true;loc_120F:jump;loc_11C4:cond_false
少匹配,うむ、北のマルガ鉱山から七耀石の結晶をここに届けて欲しいのじゃ。,124,034,mp0010_08,EV_00_40_00,_entry,非TK,,,无候选,,,0340010046,うむ、北のマルガ鉱山から七耀石（セプチウム）の結晶をここに届けて欲しいのじゃ。,T0210,Function_22,Function_22_6F9E,,
少匹配,正確には、宝石にするほど大きくない七耀石の欠片をセピスっていうんだ。,1,002,mp0010_08,EV_00_40_00,_entry,非TK,,,无候选,,,0020010049,正確には、宝石にするほど大きくない七耀石（セプチウム）の欠片をセピスっていうんだ。,T0210,Function_22,Function_22_6F9E,,
少匹配,昔から、マルガ鉱山ではその七耀石の一種である翠耀石が採れるんじゃが……,124,034,mp0010_08,EV_00_40_00,_entry,非TK,,,无候选,,,0340010052,昔から、マルガ鉱山ではそのセプチウムの一種である翠耀石（エスメラス）が採れるんじゃが……,T0210,Function_22,Function_22_6F9E,,
少匹配,それを見せれば鉱山の中に通してくれるじゃろ。,124,034,mp0010_08,EV_00_40_00,_entry,非TK,,,无候选,,,0340010061,それを見せれば鉱山の中に通してくれるじゃろ。,,,,,
少匹配,なるほど……あの時計台にはそんな逸話が。,106,009,mp0010_08,EV_00_53_00,_entry,非TK,,,无候选,,,0090010282,なるほど……あの時計台にはそんな逸話が。,T0210,Function_18,Function_18_5962,,
少匹配,一応、ブレイサー手帳にメモした方がよさそうだね。,1,002,mp0000,LP_00_69_00,_entry,非TK,,,无候选,,,0020011076,一応、ブレイサー手帳にメモした方がよさそうだね。,T0200,Function_2,loc_2DA,Function_2_216:cond_true;Function_2_216:cond_false,loc_376:next
少匹配,そ、そんな……,14,,mp0010_08,EV_00_70_01,Loc_96,非TK,Loc_94:jump;Loc_95:jump;Loc_97:next,,无候选,,,0010011118|0010050250|0010061406|0010081360|0010091405|0010121274|0010140348|0060131444|0070080906|0390050026,そ、そんな……|そ、そんな……|そ、そんな……|そ、そんな……|そ、そんな……|そ、そんな……|そ、そんな……|そ、そんな……|そ、そんな……|そ、そんな……,T0210,Function_6,loc_33FD,loc_322A:jump;loc_32CA:jump;loc_3378:cond_true;loc_3378:cond_false;loc_3378:next,loc_3CB7:jump
少匹配,さすがは市長さん。難しそうな本が一杯あるわね～。,0,001,mp0010_08,LP_00_64_01_BOOKSHELF_1,_entry,非TK,,,无候选,,,0010011030|0010011033,さすがは市長さん。難しそうな本が一杯あるわね〜。|さすがは市長さん。難しそうな本が一杯あるわね〜。,T0210,Function_12,Function_12_4E27,,
少匹配,価値の高い稀覯本も並んでいるみたいだね。,1,002,mp0010_08,LP_00_64_01_BOOKSHELF_1,_entry,非TK,,,无候选,,,0020011031|0020011034,価値の高い稀覯（きこう）本も並んでいるみたいだね。|価値の高い稀覯（きこう）本も並んでいるみたいだね。,T0210,Function_13,Function_13_4F1C,,
少匹配,犯人が価値を知らなかったのかそれとも……,1,002,mp0010_08,LP_00_64_01_BOOKSHELF_1,_entry,非TK,,,无候选,,,0020011032|0020011035,犯人が価値を知らなかったのかそれとも……|犯人が価値を知らなかったのかそれとも……,T0210,Function_13,Function_13_4F1C,,
少匹配,相手によっては武器での攻撃が通用しないこともあるよ。,1,002,mp0020,EV_00_13_00,Loc_94,非TK,,Loc_95:cond_false;Loc_96:jump,无候选,,,0020000565,相手によっては武器での攻撃が通用しないこともあるよ。,C0500,Function_6,loc_BB6,loc_B06:cond_true;loc_B06:cond_false;loc_B06:next,loc_CF2:next
少匹配,これも七耀石でできてるのよね？,0,001,mp0020,QS000_02_00,_entry,非TK,,,无候选,,,0010150059,これも七耀石（セプチウム）でできてるのよね？,C0500,Function_11,Function_11_1DE9,,loc_2052:cond_true;loc_2058:jump;loc_2052:cond_false
少匹配,ふふん、あったりまえよ♪,20700,,mp0041_01,EV_00_00_00,_entry,非TK,,,无候选,,,0010000010,ふふん、あったりまえよ☆,T0311,Function_14,Function_14_429A,,loc_5B7C:cond_true;loc_5B4E:cond_false
少匹配,とーさんの方も何もなかった？,20700,,mp0041_01,EV_00_00_00,_entry,非TK,,,无候选,,,0010000011,とーさんの方も何もなかった？,T0311,Function_14,Function_14_429A,,loc_5B7C:cond_true;loc_5B4E:cond_false
少匹配,魔獣と戦ってケガしてない？,20700,,mp0041_01,EV_00_00_00,_entry,非TK,,,无候选,,,0010000012,魔獣と戦ってケガしてない？,T0311,Function_14,Function_14_429A,,loc_5B7C:cond_true;loc_5B4E:cond_false
少匹配,釣りザオ？　スニーカー？それとも棒術の道具とかっ？,20700,,mp0041_01,EV_00_00_00,_entry,非TK,,,无候选,,,0010000016,釣りザオ？　スニーカー？それとも棒術の道具とかっ？,T0311,Function_14,Function_14_429A,,loc_5B7C:cond_true;loc_5B4E:cond_false
少匹配,キレイな服は好きだけどすぐに汚しちゃうんだもん。,20700,,mp0041_01,EV_00_00_00,_entry,非TK,,,无候选,,,0010000019,キレイな服は好きだけどすぐに汚しちゃうんだもん。,T0311,Function_14,Function_14_429A,,loc_5B7C:cond_true;loc_5B4E:cond_false
少匹配,アクセサリーも遊んでて壊したらヤだし。,20700,,mp0041_01,EV_00_00_00,_entry,非TK,,,无候选,,,0010000020,アクセサリーも遊んでて壊したらヤだし。,T0311,Function_14,Function_14_429A,,loc_5B7C:cond_true;loc_5B4E:cond_false
少匹配,それより、とーさん。その大きな毛布、どうしたの？,20700,,mp0041_01,EV_00_00_00,_entry,非TK,,,无候选,,,0010000021,それより、とーさん。その大きな毛布、どうしたの？,T0311,Function_14,Function_14_429A,,loc_5B7C:cond_true;loc_5B4E:cond_false
少匹配,ひょっとして、それがお土産？,20700,,mp0041_01,EV_00_00_00,_entry,非TK,,,无候选,,,0010000022,ひょっとして、それがお土産？,T0311,Function_14,Function_14_429A,,loc_5B7C:cond_true;loc_5B4E:cond_false
少匹配,…………ふえっ？,20700,,mp0041_01,EV_00_00_00,_entry,非TK,,,无候选,,,0010000026,…………ふえっ？,T0311,Function_14,Function_14_429A,,loc_5B7C:cond_true;loc_5B4E:cond_false
少匹配,な、な、な………,20700,,mp0041_01,EV_00_00_00,_entry,非TK,,,无候选,,,0010000030,な、な、な………,T0311,Function_14,Function_14_429A,,loc_5B7C:cond_true;loc_5B4E:cond_false
少匹配,なんなのー、この子！？,20700,,mp0041_01,EV_00_00_00,_entry,非TK,,,无候选,,,0010000031,なんなのー、この子！？,T0311,Function_14,Function_14_429A,,loc_5B7C:cond_true;loc_5B4E:cond_false
少匹配,起きちゃうって……この子、生きてるの？,20700,,mp0041_01,EV_00_00_00,_entry,非TK,,,无候选,,,0010000033,起きちゃうって……この子、生きてるの？,T0311,Function_14,Function_14_429A,,loc_5B7C:cond_true;loc_5B4E:cond_false
少匹配,なんかグッタリしてるけど。,20700,,mp0041_01,EV_00_00_00,_entry,非TK,,,无候选,,,0010000034,なんかグッタリしてるけど。,T0311,Function_14,Function_14_429A,,loc_5B7C:cond_true;loc_5B4E:cond_false
少匹配,よく寝てる……,20700,,mp0041_01,EV_00_00_00,_entry,非TK,,,无候选,,,0010000039,よく寝てる……,T0311,Function_14,Function_14_429A,,loc_5B7C:cond_true;loc_5B4E:cond_false
少匹配,この子、あたしと同じくらいのトシだよね。,20700,,mp0041_01,EV_00_00_00,_entry,非TK,,,无候选,,,0010000040,この子、あたしと同じくらいのトシだよね。,T0311,Function_14,Function_14_429A,,loc_5B7C:cond_true;loc_5B4E:cond_false
少匹配,こんな、真っ黒のカミ、あたしはじめて見るかも。,20700,,mp0041_01,EV_00_00_00,_entry,非TK,,,无候选,,,0010000041,こんな、真っ黒のカミ、あたしはじめて見るかも。,T0311,Function_14,Function_14_429A,,loc_5B7C:cond_true;loc_5B4E:cond_false
少匹配,ふーん。,20700,,mp0041_01,EV_00_00_00,_entry,非TK,,,无候选,,,0010000044,ふーん。,T0311,Function_14,Function_14_429A,,loc_5B7C:cond_true;loc_5B4E:cond_false
少匹配,それはともかく……そろそろ話してもらおーか？,20700,,mp0041_01,EV_00_00_00,_entry,非TK,,,无候选,,,0010000045,それはともかく……そろそろ話してもらおーか？,T0311,Function_14,Function_14_429A,,loc_5B7C:cond_true;loc_5B4E:cond_false
少匹配,この子、ダレなの？,20700,,mp0041_01,EV_00_00_00,_entry,非TK,,,无候选,,,0010000047,この子、ダレなの？,T0311,Function_14,Function_14_429A,,loc_5B7C:cond_true;loc_5B4E:cond_false
少匹配,なんでケガしてるの？,20700,,mp0041_01,EV_00_00_00,_entry,非TK,,,无候选,,,0010000048,なんでケガしてるの？,T0311,Function_14,Function_14_429A,,loc_5B7C:cond_true;loc_5B4E:cond_false
少匹配,どうしてとーさんがウチまで連れてきたの？,20700,,mp0041_01,EV_00_00_00,_entry,非TK,,,无候选,,,0010000049,どうしてとーさんがウチまで連れてきたの？,T0311,Function_14,Function_14_429A,,loc_5B7C:cond_true;loc_5B4E:cond_false
少匹配,ひょっとして隠し子？おかーさんを裏切ってたの？,20700,,mp0041_01,EV_00_00_00,_entry,非TK,,,无候选,,,0010000050,ひょっとして隠し子？おかーさんを裏切ってたの？,T0311,Function_14,Function_14_429A,,loc_5B7C:cond_true;loc_5B4E:cond_false
少匹配,うん、そー。,20700,,mp0041_01,EV_00_00_00,_entry,非TK,,,无候选,,,0010000053,うん、そー。,T0311,Function_14,Function_14_429A,,loc_5B7C:cond_true;loc_5B4E:cond_false
少匹配,仕事って、遊撃士の？,20700,,mp0041_01,EV_00_00_00,_entry,非TK,,,无候选,,,0010000057,仕事って、遊撃士の？,T0311,Function_14,Function_14_429A,,loc_5B7C:cond_true;loc_5B4E:cond_false
少匹配,ごちそうさま～！,0,001,mp0041_01,EV_00_01_03,_entry,非TK,,,无候选,,,0010000156,ごちそうさま〜！,T0311,Function_5,Function_5_D07,,
少匹配,うーん。お腹いっぱいになっちゃった。,0,001,mp0041_01,EV_00_01_03,_entry,非TK,,,无候选,,,0010000157,うーん。お腹いっぱいになっちゃった。,T0311,Function_5,Function_5_D07,,
少匹配,朝からよく食べるなあ……,1,002,mp0041_01,EV_00_01_03,_entry,非TK,,,无候选,,,0020000158,朝からよく食べるなあ……,T0310,Function_5,Function_5_D32,,
少匹配,いいじゃん。食う子と寝る子は良く育つよ♪,0,001,mp0041_01,EV_00_01_03,_entry,非TK,,,无候选,,,0010000159,いいじゃん。食う子と寝る子は良く育つよ♪,T0311,Function_5,Function_5_D07,,
少匹配,まあ、しっかり食ってせいぜい気合いを入れるんだな。,109,016,mp0041_01,EV_00_01_03,_entry,非TK,,,无候选,,,0160000160,まあ、しっかり喰ってせいぜい気合いを入れるんだな。,T0311,Function_5,Function_5_D07,,
少匹配,お前たち、今日はギルドで研修の仕上げがあるんだろう？,109,016,mp0041_01,EV_00_01_03,_entry,非TK,,,无候选,,,0160000161,お前たち、今日はギルドで研修の仕上げがあるんだろう？,T0311,Function_5,Function_5_D07,,
少匹配,うん。今までのおさらいだけどね。,1,002,mp0041_01,EV_00_01_03,_entry,非TK,,,无候选,,,0020000162,うん。今までのおさらいだけどね。,T0310,Function_5,Function_5_D32,,
少匹配,それが終われば、あたしたちも父さんと同じ『遊撃士』よ。,0,001,mp0041_01,EV_00_01_03,_entry,非TK,,,无候选,,,0010000163,それが終われば、あたしたちも父さんと同じ『遊撃士（ブレイサー）』よ。,T0311,Function_5,Function_5_D07,,
少匹配,もう、子供扱いさせないんだから！,0,001,mp0041_01,EV_00_01_03,_entry,非TK,,,无候选,,,0010000164,もう、子供扱いさせないんだから！,T0311,Function_5,Function_5_D07,,
少匹配,フフン、まだまだ青いな。,109,016,mp0041_01,EV_00_01_03,_entry,非TK,,,无候选,,,0160000165,フフン、まだまだ青いな。,T0311,Function_5,Function_5_D07,,
少匹配,最初になれるのは《準遊撃士》。つまり見習いにすぎん。,109,016,mp0041_01,EV_00_01_03,_entry,非TK,,,无候选,,,0160000166,最初になれるのは《準遊撃士》。つまり見習いにすぎん。,T0311,Function_5,Function_5_D07,,
少匹配,一人前になりたかったら早く《正遊撃士》になることだな。,109,016,mp0041_01,EV_00_01_03,_entry,非TK,,,无候选,,,0160000167,一人前になりたかったら早く《正遊撃士》になることだな。,T0311,Function_5,Function_5_D07,,
少匹配,むむっ、上等じゃない。,0,001,mp0041_01,EV_00_01_03,_entry,非TK,,,无候选,,,0010000168,むむっ、上等じゃない。,T0311,Function_5,Function_5_D07,,
少匹配,見てなさいよ～。いっぱい功績を上げまくって父さんを追い越してやるんだから！,0,001,mp0041_01,EV_00_01_03,_entry,非TK,,,无候选,,,0010000169,見てなさいよ〜。いっぱい功績を上げまくって父さんを追い越してやるんだから！,T0311,Function_5,Function_5_D07,,
