RemakeVoiceText,Speaker,SpeakerChar,MyVoiceId,Candidates,MatchType,Source,SpeakerMatch
まったく世も末だぜ。こんな女子供が空賊とは……,10646,244,2440021898,2440021898,唯一,script,对应
だ、誰が空賊ですってぇ！？,0,001,0010021899,0010021899,唯一,script,对应
この紋章が目に入らないの！？,0,001,0010021900,0010021900,唯一,script,对应
フン、遊撃士の紋章か……,113,060,,,无候选,,
そのようなものが身の潔白の証になるものか。,113,060,,,无候选,,
モ、モルガン将軍！？,0,001,0010021903,0010021903,唯一,script,对应
どうしてここに……,1,002,0020021904,0020021904,唯一,script,对应
各部隊の報告に目を通して調査が不十分と思われる場所を確かめに来たのだが……,113,060,0600021905,0600021905,唯一,script,对应
まさか、おぬしらが空賊団と結託していたとは思わなんだぞ。,113,060,0600021906,0600021906,唯一,script,对应
言いがかりをつけるのは止めていただけないかしら？,2,003,0030021907,0030021907,唯一,script,对应
我々は、そちらより一足先にこの場所を捜し当てただけだわ。,2,003,0030021908,0030021908,唯一,script,对应
ならば空賊どもはどこだ？,113,060,0600021909,0600021909,唯一,script,对应
その中に人質たちはいるのか？,113,060,0600021910,0600021910,唯一,script,对应
空賊には後一歩のところで逃げられてしまいました……,1,002,0020021911,0020021911,唯一,script,对应
人質の乗客もここにはいません。,1,002,0020021912,0020021912,唯一,script,对应
フ、語るに落ちたな……,113,060,0600021913,0600021913,唯一,script,对应
大方、我々がやって来ることをおぬしらが空賊に知らせたのだろう。,113,060,0600021914,0600021914,唯一,script,对应
ちょ、ちょっとぉ！いいかげんにしてよねっ！,0,001,0010021915,0010021915,唯一,script,对应
それはこちらの台詞だ！,113,060,0600021916,0600021916,唯一,script,对应
者ども！こやつらを引っ捕らえい！,113,060,0600021917,0600021917,唯一,script,对应
色々商談や買い付けを予定してたんやけど……,10536,129,,,无候选,,
みーんな、ダメになってもうたわ。,10536,129,,,无候选,,
ボースに帰ったらまず色んな人に謝らんとな。,10536,129,,,无候选,,
けど、ようこんな場所見つけて乗り込んできたわ。,10536,129,,,无候选,,
遊撃士いうのも大変な職業やなぁ。,10536,129,,,无候选,,
ともかく、みんな無事でよかったよ。,11006,,,,无候选,,
やっと、これで旅行を再開できるよ。,11006,,,,无候选,,
ずいぶん足止めを受けてしまったなぁ。,11006,,,,无候选,,
今、あいつらを追いつめてるの？力になれないけどここで応援するわ。,11007,,,,无候选,,
頑張れー！,11007,,,,无候选,,
せっかくボースマーケットで買ったものもアイツらに全部取り上げられちゃったのよ。,11007,,,,无候选,,
遊撃士さん、取り戻してよ！,11007,,,,无候选,,
家族もきっと心配してるわね……,10616,131,,,无候选,,
ありがとう、遊撃士さん！,10616,131,,,无候选,,
これでやっと家に帰れるわ。,10616,131,,,无候选,,
空賊団のボスはスゴク怖かったけど……,10620,,,,无候选,,
団員たちはどこか憎めないんだよね。,10620,,,,无候选,,
妙に親切なヤツもいたし、どこか抜けてたりするんだよなぁ。,10620,,,,无候选,,
空賊団の団員たちはどこか憎めないんだよね。,10620,,,,无候选,,
妙に親切なヤツもいたし、どこか抜けてたりするんだよなぁ。,10620,,,,无候选,,
いやぁ、もうダメかと思ったよ。,10620,,,,无候选,,
だって、あの空賊団のボスの目、どう見ても尋常じゃなかったからね。,10620,,,,无候选,,
船長さん、こっちに空賊たちが逃げてこなかった？,0,001,,,无候选,,
船長さん、こっちに空賊たちが逃げてこなかった？,0,001,,,无候选,,
いや、でも外から何やら騒がしい声と足音が聞こえたよ。,10614,128,,,无候选,,
どうやら誰かが階段を駆け上がっていったようだが。,10614,128,,,无候选,,
エステル、やっぱり飛行船だよ。,1,002,,,无候选,,
エステル、やっぱり飛行船だよ。,1,002,,,无候选,,
うん、急ごう！！,0,001,,,无候选,,
うん、急ごう！！,0,001,,,无候选,,
すみません、船長もう少し待っていてください。,1,002,,,无候选,,
すみません、船長もう少し待っていてください。,1,002,,,无候选,,
ああ、君たちも気をつけてな。,10614,128,,,无候选,,
ヤツらは階段を駆け上がっていったようだ。,10614,128,,,无候选,,
気をつけてな。,10614,128,,,无候选,,
空賊のボスたちはおそらくこの建物の最下層にいるはずだ。,10614,128,,,无候选,,
気をつけて行ってくれ。,10614,128,,,无候选,,
まだ空賊たちは外にいるんですね。,10615,,,,无候选,,
お客様たちは私たちが守らなくては……,10615,,,,无候选,,
助けて下さって本当にありがとうございます。,10615,,,,无候选,,
怪我人や病人もいませんし乗員、乗客ともに全員無事です。,10615,,,,无候选,,
それにしても遊撃士ってのも大したもんだよな。,10617,130,,,无候选,,
その人数で空賊団のアジトに乗り込んでくるんだもんな。,10617,130,,,无候选,,
必ず助かると信じてたぜ。,10617,130,,,无候选,,
サンキュー、姉ちゃんたち！,10617,130,,,无候选,,
ヤツらがこの部屋に入ってきたら一発お見舞いしてやるぜ。,10619,,,,无候选,,
《リンデ号》のカタキだ。容赦しねぇぞ。,10619,,,,无候选,,
ヤツら、俺が丹念に整備してきた《リンデ号》のエンジンを抜き取りやがったんだ。,10619,,,,无候选,,
絶対許せねぇ。,10619,,,,无候选,,
助かったことを早く公社に連絡したいですね。,10618,,,,无候选,,
助かったのはいいのですが……,10618,,,,无候选,,
私たちの《リンデ号》はどこにあるのでしょう？,10618,,,,无候选,,
目隠しされていたので状況が分からないんですよ。,10618,,,,无候选,,
あいつも……,10521,,,,无候选,,
カトリアのヤツも心配しているだろうな。,10521,,,,无候选,,
ああ、僕の店は今頃どうなっちゃってるかなぁ。,10521,,,,无候选,,
あの空賊たち、子供にはお菓子をくれたりしたわ。,11004,,,,无候选,,
本当に悪い人たちばかりじゃないのかもね。,11004,,,,无候选,,
よかった……,11004,,,,无候选,,
自分よりも子供が助かったことが何より嬉しいです。,11004,,,,无候选,,
あのね……,11005,,,,无候选,,
おじちゃんたちをあまりいじめないでね？,11005,,,,无候选,,
おねえちゃんたち、ぶれいさーなの？,11005,,,,无候选,,
おじちゃんたちをつかまえちゃうの？,11005,,,,无候选,,
ロレントの旧友を訪ねるつもりがこんなことになるとはのう……,10621,,,,无候选,,
おお……,10621,,,,无候选,,
助かるなんて夢を見てるようじゃよ。,10621,,,,无候选,,
王立学園へ出張で講義に行ったのですが……,11513,208,,,无候选,,
いやはや、帰りにこんな目に遭うとは。,11513,208,,,无候选,,
おお、これでようやくツァイスに帰れます！,11513,208,,,无候选,,
ま、まだ外には空賊がいるんだよね？,10622,,,,无候选,,
は、はやくやっつけちゃってください。,10622,,,,无候选,,
ぼ、僕は今回初めて飛行船に乗ったんだ。,10622,,,,无候选,,
まさかこんな目にあうなんて……,10622,,,,无候选,,
ふわ～、眠い、眠い。,10068,099,0990031367,0990031367,唯一,script,对应
ここに来てから昼夜逆転の生活だからな。,10068,099,0990031368,0990031368,唯一,script,对应
まあ、もう少しの辛抱でこんな生活ともオサラバさ。,10613,127,1270031369,1270031369,唯一,script,对应
ドルンのお頭に付いていけば間違いなしってもんだぜ。,10613,127,1270031370,1270031370,唯一,script,对应
しかし最近のお頭……ちょっとばかり変じゃねえか？,10068,099,0990031371,0990031371,唯一,script,对应
おっかないっていうか気安く話せねえっていうか。,10068,099,0990031372,0990031372,唯一,script,对应
お前ね……そんな滅多なこと言うなよ。,10613,127,1270031373,1270031373,唯一,script,对应
兄貴やお嬢に聞かれたらぶっ飛ばされるぞ？,10613,127,1270031374,1270031374,唯一,script,对应
で、でもよ……,10068,099,0990031375,0990031375,唯一,script,对应
寝不足で疲れてるんだよ。,10613,127,1270031376,1270031376,唯一,script,对应
とっとと片付けを終わらせてゆっくり休むとしようぜ。,10613,127,1270031377,1270031377,唯一,script,对应
今すぐ休んでもオッケーだけど？,0,001,,,无候选,,
あ。,10613,127,1270031379,1270031379,唯一,script,对应
お前たちは……！,10068,099,0990031380,0990031380,唯一,script,对应
遅いってば！,0,001,0010031381,0010031381,唯一,script,对应
フッ……無事、潜入できたようだね。,3,004,0040031382,0040031382,唯一,script,对应
まったく……こんなに上手くいくとはね。,2,003,0030031383,0030031383,唯一,script,对应
今回ばかりはあんたに感謝しなくちゃいけないわね。,2,003,0030031384,0030031384,唯一,script,对应
で、でもさ～。メチャメチャ焦ったわよ。,0,001,0010031385,0010031385,唯一,script,对应
隠れてる所を発見されたらどうするつもりだったの？,0,001,0010031386,0010031386,唯一,script,对应
いや、発見されたとしてもその時は空賊艇を制圧すればいい。,1,002,0020031387,0020031387,唯一,script,对应
飛行船の内部は狭いから多数との戦いにも有利に働くしね。,1,002,0020031388,0020031388,唯一,script,对应
オリビエさん……そこまで考えていたんですか？,1,002,0020031389,0020031389,唯一,script,对应
いや、まったく。,3,004,0040031390,0040031390,唯一,script,对应
敵地潜入というシチュエーションが単に面白そうだと思っただけさ～。,3,004,0040031391,0040031391,唯一,script,对应
あ、あんたねぇ……,0,001,0010031392,0010031392,唯一,script,对应
まあ、いいじゃない。こうして無事潜入できたんだし。,2,003,0030031393,0030031393,唯一,script,对应
それよりも……ここは《霧降り峡谷》みたいね。,2,003,0030031394,0030031394,唯一,script,对应
《霧降り峡谷》ってボースとロレントの境にある？,0,001,0010031395,0010031395,唯一,script,对应
そっか……だから外が白く霞んでるのか。,0,001,0010031396,0010031396,唯一,script,对应
それと、大型船は侵入できない高低差の激しい入り組んだ地形……,1,002,0020031397,0020031397,唯一,script,对应
シェラさんの推測、どうやら当たってたみたいですね。,1,002,0020031398,0020031398,唯一,script,对应
ま、せっかくの推測もあまり役に立たなかったけどね。,2,003,0030031399,0030031399,唯一,script,对应
さてと……あまりグズグズはできないわ。,2,003,0030031400,0030031400,唯一,script,对应
空賊たちを制圧しつつ監禁されている人質たちの安全を確保するわよ。,2,003,0030031401,0030031401,唯一,script,对应
もちろん……カシウス先生もね。,2,003,0030031402,0030031402,唯一,script,对应
うん……！,0,001,0010031403,0010031403,唯一,script,对应
了解です！,1,002,0020031404,0020031404,唯一,script,对应
男たちの話し声が聞こえる。,65535,017,,,无候选,,
手下がいるみたいだね。……突入してみようか？,1,002,0020031405,0020031405,唯一,script,对应
あん……？,10611,125,1250031412,1250031412,唯一,script,对应
なんだ、新入りか？,10611,125,1250031413,1250031413,唯一,script,对应
ガクッ……そんなわけないでしょ！,0,001,0010031414,0010031414,唯一,script,对应
緊張感のない連中ねぇ。,0,001,0010031415,0010031415,唯一,script,对应
え、でもよ……それ以外に誰がいるって、,10612,,,,无候选,,
………………………………,10612,,,,无候选,,
……あの、まさか侵入者？,10612,,,,无候选,,
ピンポン❤,3,004,,,无候选,,
遊撃士協会の者です。降伏した方が身のためですよ。,1,002,0020031420,0020031420,唯一,script,对应
じょ、冗談じゃねえ！,10612,,,,无候选,,
返り討ちにしてやらあ！,10611,125,1250031422,1250031422,唯一,script,对应
ううう……,10611,125,1250031423,1250031423,唯一,script,对应
ちょっと！人質はどこにいるの？,0,001,0010031424,0010031424,唯一,script,对应
正直に言わないとひどい目に遭わすわよ！,0,001,0010031425,0010031425,唯一,script,对应
か、勝手にしやがれ。,10611,125,1250031426,1250031426,唯一,script,对应
誰が喋るもんかよ……,10611,125,1250031427,1250031427,唯一,script,对应
あーら、そう。,2,003,0030031428,0030031428,唯一,script,对应
エステル、どいてなさい。,2,003,0030031429,0030031429,唯一,script,对应
う、うん……,0,001,0010031430,0010031430,唯一,script,对应
ぎゃっ……！,10611,125,1250031431,1250031431,唯一,script,对应
ふふ、手加減しているから簡単に気絶できないでしょう？,2,003,0030031432,0030031432,唯一,script,对应
素直に話してくれればゆっくりと寝かせてあげるわ。,2,003,0030031433,0030031433,唯一,script,对应
ひ、ひいいいい……,10611,125,1250031434,1250031434,唯一,script,对应
この下の階にいるっ！俺たちの仲間が守ってるんだ！,10611,125,1250031435,1250031435,唯一,script,对应
素直でよろしい。,2,003,0030031436,0030031436,唯一,script,对应
キールとジョゼットっていう首領格の連中はどこにいるの？,2,003,0030031437,0030031437,唯一,script,对应
ふ、ふざけるなっ！,10611,125,1250031438,1250031438,唯一,script,对应
誰がそこまで喋るかよっ！,10611,125,1250031439,1250031439,唯一,script,对应
ふーん、人質はともかく自分たちのボスは売れないか。,2,003,0030031440,0030031440,唯一,script,对应
仕方ない、勘弁してあげるわ。,2,003,0030031441,0030031441,唯一,script,对应
う～ん……,10611,125,1250031442,1250031442,唯一,script,对应
うっわ～……相変わらず容赦ないわね。,0,001,0010031443,0010031443,唯一,script,对应
失礼ね。これでも手加減してるんだから。,2,003,0030031444,0030031444,唯一,script,对应
確かに、そこはかとなく気持ちよさそうな感じではあるね。,3,004,0040031445,0040031445,唯一,script,对应
あら、試してみる？,2,003,0030031446,0030031446,唯一,script,对应
いや、またの機会に。,3,004,0040031447,0040031447,唯一,script,对应
人質が監禁されているのは下の階みたいですね。,1,002,0020031448,0020031448,唯一,script,对应
急ぎましょう。,1,002,0020031449,0020031449,唯一,script,对应
それにしても……ここって一体なんなのかな？,0,001,0010031450,0010031450,唯一,script,对应
あいつらが造ったにしては大きすぎるし、古めかしいけど。,0,001,0010031451,0010031451,唯一,script,对应
大昔の城塞のような雰囲気ね。,2,003,0030031452,0030031452,唯一,script,对应
その頃の隠し砦を、アジトとして使っているんじゃないかしら？,2,003,0030031453,0030031453,唯一,script,对应
《大崩壊》から数百年以上、戦乱の世が続いたそうだからねぇ。,3,004,0040031454,0040031454,唯一,script,对应
こういうものが残っていてもそれほど不思議ではないだろう。,3,004,0040031455,0040031455,唯一,script,对应
《大崩壊》？,0,001,0010031456,0010031456,唯一,script,对应
１２００年前にあったっていう古代ゼムリア文明の崩壊のことだよ。,1,002,0020031457,0020031457,唯一,script,对应
天変地異が原因と言われているんだ。,1,002,0020031458,0020031458,唯一,script,对应
ああ、前にアルバ教授が言ってた……,0,001,0010031459,0010031459,唯一,script,对应
しかし、発見されにくいとはいえアジトにするには少々悪趣味だわね。,2,003,0030031460,0030031460,唯一,script,对应
魔獣までうろついているし……男所帯なんてこんなモノかしら？,2,003,0030031461,0030031461,唯一,script,对应
あの、シェラさん……,1,002,0020031462,0020031462,唯一,script,对应
それは激しく違うと思うよ。,3,004,0040031463,0040031463,唯一,script,对应
男たちの話し声が聞こえる。,65535,017,,,无候选,,
また話し声が聞こえる。……突入してみようか？,1,002,0020031464,0020031464,唯一,script,对应
お、お前たちは！？,10066,104,1040031471,1040031471,唯一,script,对应
遊撃士ども！？,10067,105,1050031472,1050031472,唯一,script,对应
ど、どこから入ってきた！？,10067,105,1050031473,1050031473,唯一,script,对应
どうやら、その奥の部屋に人質が監禁されてるみたいね。,2,003,0030031474,0030031474,唯一,script,对应
大人しく降伏すればよし。さもなくば……,2,003,0030031475,0030031475,唯一,script,对应
ふ、ふざけるな！,10066,104,1040031476,1040031476,唯一,script,对应
やっちまえ！,10067,105,1050031477,1050031477,唯一,script,对应
な、なんや……外で何が起こってるんや？,10536,129,1290031478,1290031478,唯一,script,对应
ふむ、ケンカというわりにはいささか派手すぎるようですな。,10614,128,1280031479,1280031479,唯一,script,对应
みんな、無事！？,0,001,0010031480,0010031480,唯一,script,对应
遊撃士協会の者よ。皆さんを救出しに来たわ。,2,003,0030031481,0030031481,唯一,script,对应
ほ、ほんまか……ワイら、助かったんか！？,10536,129,1290031482,1290031482,唯一,script,对应
見張りは片付けました。とりあえず安心してください。,1,002,0020031483,0020031483,唯一,script,对应
ほ、本当か……！？,10617,130,1300031484,1300031484,唯一,script,对应
た、助かったの！？,10616,131,1310031485,1310031485,唯一,script,对应
私は、定期船《リンデ号》の船長を務めるグラントという。,10614,128,1280031486,1280031486,唯一,script,对应
本当にありがとう……何と礼を言ったらいいか。,10614,128,1280031487,1280031487,唯一,script,对应
お礼は脱出の後でね。,0,001,0010031488,0010031488,唯一,script,对应
ところで……,0,001,0010031489,0010031489,唯一,script,对应
……あれ？　あれれ？,0,001,0010031490,0010031490,唯一,script,对应
いないみたいだね………,1,002,0020031491,0020031491,唯一,script,对应
どうしたのかね？,10614,128,1280031492,1280031492,唯一,script,对应
え、えっと……,0,001,0010031493,0010031493,唯一,script,对应
人質のヒトって、これで全部？,0,001,0010031494,0010031494,唯一,script,对应
ああ、その通りだが……,10614,128,1280031495,1280031495,唯一,script,对应
《リンデ号》に乗っていた乗客・乗員はこれで全部だよ。,10614,128,1280031496,1280031496,唯一,script,对应
うそ……,0,001,0010031497,0010031497,唯一,script,对应
カシウス・ブライトという人が定期船に乗っていませんでしたか？,1,002,0020031498,0020031498,唯一,script,对应
遊撃士協会の人間なんですが……,1,002,0020031499,0020031499,唯一,script,对应
カシウス・ブライト……？どこかで聞いたことがあるような。,10614,128,1280031500,1280031500,唯一,script,对应
あ、あの船長……あのお客さまじゃありませんか？,10615,,,,无候选,,
離陸直前に船を降りられた……,10615,,,,无候选,,
ああ！そう言えばそんな人がいたな。,10614,128,1280031503,1280031503,唯一,script,对应
ど、どーゆうこと！？,0,001,0010031504,0010031504,唯一,script,对应
いや、ボースを離陸する直前に船を降りたお客さんがいたんだよ。,10614,128,1280031505,1280031505,唯一,script,对应
王都から乗ってきた男性で確かに、そんな感じの名前だった。,10614,128,1280031506,1280031506,唯一,script,对应
あ、あんですってー！,0,001,0010031507,0010031507,唯一,script,对应
だ、だって乗客名簿には……,0,001,0010031508,0010031508,唯一,script,对应
なにせ離陸直前の下船だったから書類の手続きが間に合わなくてね。,10614,128,1280031509,1280031509,唯一,script,对应
ロレント到着後に手続きするはずが空賊に襲撃されて、そのままなんだ。,10614,128,1280031510,1280031510,唯一,script,对应
…………………,0,001,0010031511,0010031511,唯一,script,对应
なるほど、そういう事ですか。,1,002,0020031512,0020031512,唯一,script,对应
父さんが空賊に捕まるなんて変だとは思っていたけど……,1,002,0020031513,0020031513,唯一,script,对应
ふう……ようやく疑問が氷解したわね。,2,003,0030031514,0030031514,唯一,script,对应
ハッハッハッ、それは重畳。,3,004,,,无候选,,
ちょ、ちょっと待ってよ。,0,001,0010031516,0010031516,唯一,script,对应
そ、それじゃ……父さんは何をしているわけ？,0,001,0010031517,0010031517,唯一,script,对应
これだけの騒ぎになってるのにどうして連絡を寄越さないの！？,0,001,0010031518,0010031518,唯一,script,对应
落ち着いて、エステル。,1,002,0020031519,0020031519,唯一,script,对应
確かにそれは気になるけど今ここで考えても仕方がない。,1,002,0020031520,0020031520,唯一,script,对应
ここにいる人たちの安全を確保するのが優先だよ。,1,002,0020031521,0020031521,唯一,script,对应
あ……うん。,0,001,0010031522,0010031522,唯一,script,对应
わかった、今は忘れる。,0,001,0010031523,0010031523,唯一,script,对应
皆さん、我々はこれから空賊のボスの逮捕に向かうわ。,2,003,0030031524,0030031524,唯一,script,对应
申し訳ないけど、もう少しだけここで辛抱していてちょうだい。,2,003,0030031525,0030031525,唯一,script,对应
あ、ああ……どうかよろしくお願いする。,10614,128,1280031526,1280031526,唯一,script,对应
こうなったら腹くくったわ。ワイらの命、アンタらに預けたる。,10536,129,1290031527,1290031527,唯一,script,对应
せやから、あんじょう頑張りや！,10536,129,1290031528,1290031528,唯一,script,对应
うん、まかせて！,0,001,0010031529,0010031529,唯一,script,对应
聞き覚えのある声が聞こえる。,65535,017,,,无候选,,
ここは……,0,001,0010031541,0010031541,唯一,script,对应
うん……ここが首領の部屋みたいだね。,1,002,0020031542,0020031542,唯一,script,对应
ぐふふ……女王が身代金を出しやがるか。,61240,030,0300031543,0300031543,唯一,script,对应
これで貧乏暮らしともオサラバだな。,61240,030,0300031544,0300031544,唯一,script,对应
兄貴、油断は禁物だぜ。身代金が入るのはこれからだ。,61241,029,0290031545,0290031545,唯一,script,对应
うん、まずは人質解放の段取りを決めなくちゃね。,61242,009,0090031546,0090031546,唯一,script,对应
人質解放？,61240,030,0300031547,0300031547,唯一,script,对应
おいおい、どうしてそんな面倒くさいことをしなくちゃならねえんだ？,61240,030,0300031548,0300031548,唯一,script,对应
え……,61242,009,0090031549,0090031549,唯一,script,对应
そんなもん、ミラだけ頂いて皆殺しにすりゃ済むじゃねえか。,61240,030,0300031550,0300031550,唯一,script,对应
生かしておく必要はねえだろう。,61240,030,0300031551,0300031551,唯一,script,对应
ド、ドルン兄……？,61242,009,0090031552,0090031552,唯一,script,对应
じょ、冗談キツイぜ……,61241,029,0290031553,0290031553,唯一,script,对应
連中には俺たちの顔をしっかり覚えられてるんだぜ？,61240,030,0300031554,0300031554,唯一,script,对应
リベールから高飛びしても足がつくかもしれねえだろうが。,61240,030,0300031555,0300031555,唯一,script,对应
だ、だって年寄りとか小さな子供だっているんだよ？,61242,009,0090031556,0090031556,唯一,script,对应
本当に殺しちゃうつもりなの！？,61242,009,0090031557,0090031557,唯一,script,对应
まったく、おめぇときたらいつまで経っても甘ちゃんだな。,61240,030,0300031558,0300031558,唯一,script,对应
ママゴトやってんじゃねえんだぞ？,61240,030,0300031559,0300031559,唯一,script,对应
そ、そんな……ボ、ボク……,61242,009,0090031560,0090031560,唯一,script,对应
兄貴……悪いが俺もそれだけは反対だ。,61241,029,0290031561,0290031561,唯一,script,对应
そこまでやっちゃあ空の女神だって許しちゃくれん。,61241,029,0290031562,0290031562,唯一,script,对应
それに……血塗れのミラで故郷を取り戻したくないんだよ。,61241,029,0290031563,0290031563,唯一,script,对应
…………………………………,61240,030,0300031564,0300031564,唯一,script,对应
キールよ、おめぇ……いつからそんな偉くなったんだ？,61240,030,0300031565,0300031565,唯一,script,对应
えっ……,61241,029,0290031566,0290031566,唯一,script,对应
なめた口叩くんじゃねえ！,61240,030,0300031567,0300031567,唯一,script,对应
がっ！,61241,029,0290031568,0290031568,唯一,script,对应
キール兄！？,61242,009,0090031569,0090031569,唯一,script,对应
がはは、なにが故郷だ！,61240,030,0300031570,0300031570,唯一,script,对应
せっかく大金が手に入るのに今更あんなしみったれた土地を取り戻してどうするつもりだよ？,61240,030,0300031571,0300031571,唯一,script,对应
ハッ、南のリゾートあたりで豪遊するに決まってるだろうが！,61240,030,0300031572,0300031572,唯一,script,对应
なん……だって……？,61241,029,0290031573,0290031573,唯一,script,对应
それでミラが無くなったらまた飛行船を強奪すりゃあいい。,61240,030,0300031574,0300031574,唯一,script,对应
それが、これからの《カプア空賊団》ってやつだぜ。,61240,030,0300031575,0300031575,唯一,script,对应
ぐわーっはっはっはっ！！,61240,030,0300031576,0300031576,唯一,script,对应
ドルン兄……どうしちゃったの……？,61242,009,0090031577,0090031577,唯一,script,对应
本当にどうしちゃったのさぁ！,61242,009,0090031578,0090031578,唯一,script,对应
お取り込み中のところを悪いんだけどさぁ……,0,001,0010031579,0010031579,唯一,script,对应
兄妹ゲンカは後にしてくんない？,0,001,0010031580,0010031580,唯一,script,对应
あ、あんたたち！？,61242,009,0090031581,0090031581,唯一,script,对应
遊撃士どもっ！？,61241,029,0290031582,0290031582,唯一,script,对应
ど、どうしてこの場所に……,61241,029,0290031583,0290031583,唯一,script,对应
フッ……薄情なこと言わないでくれ。,3,004,0040031584,0040031584,唯一,script,对应
キミたちがあの船で運んでくれたんじゃないか。,3,004,0040031585,0040031585,唯一,script,对应
バ、バカな……何をふざけた事言ってる……,61241,029,0290031586,0290031586,唯一,script,对应
………………まさか。,61241,029,0290031587,0290031587,唯一,script,对应
琥珀の塔の前に飛行艇を泊めてたでしょ？,0,001,0010031588,0010031588,唯一,script,对应
スキを見て忍び込んで船倉に隠れてたってわけ。,0,001,0010031589,0010031589,唯一,script,对应
いわゆる密航ってやつね❤,0,001,,,无候选,,
ず、ずっこいぞ！この脳天気オンナっ！！,61242,009,0090031591,0090031591,唯一,script,对应
だ、誰が脳天気よ！,0,001,0010031592,0010031592,唯一,script,对应
この生意気ボクっ子！！,0,001,0010031593,0010031593,唯一,script,对应
な、なんだと～っ！？,61242,009,0090031594,0090031594,唯一,script,对应
単純オンナ、暴力オンナ！,61242,009,0090031595,0090031595,唯一,script,对应
あ、あんですって～！？,0,001,0010031596,0010031596,唯一,script,对应
はいはい。口ゲンカはそのくらいで。,1,002,0020031597,0020031597,唯一,script,对应
……人質は解放したし他のメンバーも倒しました。,1,002,0020031598,0020031598,唯一,script,对应
残るは、あなたたちだけです。,1,002,0020031599,0020031599,唯一,script,对应
遊撃士協会の規約に基づきあなたたちを逮捕・拘束するわ。,2,003,0030031600,0030031600,唯一,script,对应
逆らわない方が身のためよ。,2,003,0030031601,0030031601,唯一,script,对应
うう……,61241,029,0290031602,0290031602,唯一,script,对应
くっ、くそー……,61242,009,0090031603,0090031603,唯一,script,对应
キール、ジョゼット……,61240,030,0300031604,0300031604,唯一,script,对应
てめぇら、何やってやがる？,61240,030,0300031605,0300031605,唯一,script,对应
す、すまねぇ兄貴……,61241,029,0290031606,0290031606,唯一,script,对应
ゴメンなさい……,61242,009,0090031607,0090031607,唯一,script,对应
ぐふふ、まあいい。大目に見といてやるよ。,61240,030,0300031608,0300031608,唯一,script,对应
こいつらをブッ殺せばそれで済むわけだからなぁ。,61240,030,0300031609,0300031609,唯一,script,对应
あ、あんですって～？,0,001,0010031610,0010031610,唯一,script,对应
がはは、馬鹿な連中だぜ！,61240,030,0300031611,0300031611,唯一,script,对应
その程度の人数でこのドルン・カプアを捕まえようとするとはなぁ！！,61240,030,0300031612,0300031612,唯一,script,对应
きゃあ！？,0,001,0010031613,0010031613,唯一,script,对应
導力砲を軽々と……！,1,002,0020031614,0020031614,唯一,script,对应
キール、ジョゼット！さっさと得物を取りやがれ！,61240,030,0300031615,0300031615,唯一,script,对应
こいつらを血祭りにあげるぞ！,61240,030,0300031616,0300031616,唯一,script,对应
つ、強い……,105,029,0290031617,0290031617,唯一,script,对应
これが遊撃士か……,105,029,0290031618,0290031618,唯一,script,对应
く、くっそ～……こんな女に負けるなんて～。,106,009,0090031619,0090031619,唯一,script,对应
ふふん、思い知った！？,0,001,,,无候选,,
さてと、決着もついたし大人しく降伏してもらうわよ。,2,003,0030031621,0030031621,唯一,script,对应
抵抗したりしたら……わかってるでしょうね？,2,003,0030031622,0030031622,唯一,script,对应
ひっ……やだ、堪忍してくださいっ！,106,009,0090031623,0090031623,唯一,script,对应
トホホ……こんな終わり方ありかよ……,105,029,0290031624,0290031624,唯一,script,对应
………うーん……………,104,030,0300031625,0300031625,唯一,script,对应
あいたた……どうなってやがる。,104,030,0300031626,0300031626,唯一,script,对应
身体のあちこちが痛ぇぞ……,104,030,0300031627,0300031627,唯一,script,对应
なんで俺……導力砲なんざ持ってるんだ？,104,030,0300031628,0300031628,唯一,script,对应
…………はて？,104,030,0300031629,0300031629,唯一,script,对应
兄貴？,105,029,0290031630,0290031630,唯一,script,对应
ドルン兄？,106,009,0090031631,0090031631,唯一,script,对应
おお、ジョゼット！ロレントから帰ってきたのか？,104,030,0300031632,0300031632,唯一,script,对应
こんな早く帰ってきたって事はやっぱ上手くいかなかったんだな。,104,030,0300031633,0300031633,唯一,script,对应
ふぇっ……？,106,009,0090031634,0090031634,唯一,script,对应
がっはっは、ごまかすな。,104,030,0300031635,0300031635,唯一,script,对应
まあ、これに懲りたら荒事は俺たちに任せておけよ。,104,030,0300031636,0300031636,唯一,script,对应
ちまちました稼ぎだがなあに、気長にやりゃあいい。,104,030,0300031637,0300031637,唯一,script,对应
ド、ドルン兄、何言ってるの？,106,009,0090031638,0090031638,唯一,script,对应
あ、兄貴、しっかりしろよ。,105,029,0290031639,0290031639,唯一,script,对应
ジョゼットはとっくにロレントから戻ってきただろう。,105,029,0290031640,0290031640,唯一,script,对应
定期船を襲った直後に俺が迎えに行ったじゃないか？,105,029,0290031641,0290031641,唯一,script,对应
はあ？定期船を襲うだとぉ？,104,030,0300031642,0300031642,唯一,script,对应
なに夢みたいな話をしてやがる。,104,030,0300031643,0300031643,唯一,script,对应
そんな危ない橋、渡れるわけないだろうが。,104,030,0300031644,0300031644,唯一,script,对应
…………………………,105,029,0290031645,0290031645,唯一,script,对应
…………………………,105,009,0090031646,0090031646,唯一,script,对应
（なに言ってんの、コイツ？）,0,001,0010031647,0010031647,唯一,script,对应
